epoch,total_loss,u_loss,v_loss,p_loss
282,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
283,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
284,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
285,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
286,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
287,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
288,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
289,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
290,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
291,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
292,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
293,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
294,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
295,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
296,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
297,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
298,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
299,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
300,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
301,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
302,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
303,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
304,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
305,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
306,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
307,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
308,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
309,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
310,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
311,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
312,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
313,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
314,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
315,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
316,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
317,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
318,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
319,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
320,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
321,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
322,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
323,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
324,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
325,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
326,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
327,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
328,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
329,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
330,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
331,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
332,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
333,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
334,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
335,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
336,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
337,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
338,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
339,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
340,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
341,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
342,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
343,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
344,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
345,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
346,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
347,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
348,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
349,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
350,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
351,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
352,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
353,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
354,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
355,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
356,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
357,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
358,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
359,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
360,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
361,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
362,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
363,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
364,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
365,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
366,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
367,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
368,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
369,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
370,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
371,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
372,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
373,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
374,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
375,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
